timestamp,server_id,cpu_usage,mem_usage,network_traffic,cpu_temp,failure
2026-05-20 00:44:00,SRV-01,33.64,89.95,24.81,93.88,1
2026-05-20 00:45:00,SRV-01,31.63,89.26,29.45,93.34,1
2026-05-20 00:46:00,SRV-01,29.84,90.88,21.16,91.96,1
2026-05-20 00:47:00,SRV-01,32.05,88.4,22.15,91.2,1
2026-05-20 00:48:00,SRV-01,30.32,87.05,18.42,90.38,1
2026-05-20 00:49:00,SRV-01,31.74,84.02,26.34,90.14,0
2026-05-20 00:50:00,SRV-01,29.39,83.1,20.42,89.72,0
2026-05-20 00:51:00,SRV-01,29.01,81.89,18.94,89.83,0
2026-05-20 00:52:00,SRV-01,28.58,78.08,48.63,89.45,0
2026-05-20 00:53:00,SRV-01,31.24,74.74,23.96,89.53,0
2026-05-20 00:54:00,SRV-01,31.85,73.77,49.38,88.96,0
2026-05-20 00:55:00,SRV-01,33.44,74.24,35.81,88.53,0
2026-05-20 00:56:00,SRV-01,35.04,73.51,54.13,87.64,0
2026-05-20 00:57:00,SRV-01,29.03,72.08,17.97,86.54,0
2026-05-20 00:58:00,SRV-01,35.37,67.67,26.29,86.14,0
2026-05-20 00:59:00,SRV-01,34.05,64.95,31.51,85.72,0
2026-05-20 01:00:00,SRV-01,30.55,64.72,32.96,86.44,0
2026-05-20 01:01:00,SRV-01,35.25,65.53,77.0,86.66,0
2026-05-20 01:02:00,SRV-01,27.63,64.53,40.37,85.72,0
2026-05-20 01:03:00,SRV-01,22.23,62.15,16.19,85.51,0
2026-05-20 01:04:00,SRV-01,21.22,60.06,24.69,84.89,0
2026-05-20 01:05:00,SRV-01,25.59,59.63,29.54,84.95,0
2026-05-20 01:06:00,SRV-01,20.94,57.92,19.17,83.75,0
2026-05-20 01:07:00,SRV-01,27.17,56.99,25.92,82.68,0
2026-05-20 01:08:00,SRV-01,26.08,54.27,23.28,82.83,0
2026-05-20 01:09:00,SRV-01,29.89,53.37,32.68,82.22,0
2026-05-20 01:10:00,SRV-01,32.65,52.71,35.71,81.96,0
2026-05-20 01:11:00,SRV-01,31.68,53.05,31.86,81.82,0
2026-05-20 01:12:00,SRV-01,35.44,50.54,30.46,82.21,0
2026-05-20 01:13:00,SRV-01,34.09,50.67,55.81,82.1,0
2026-05-20 01:14:00,SRV-01,33.57,49.2,21.25,82.45,0
2026-05-20 01:15:00,SRV-01,30.89,47.81,36.43,81.98,0
2026-05-20 01:16:00,SRV-01,32.7,47.88,39.55,81.53,0
2026-05-20 01:17:00,SRV-01,34.18,48.31,45.17,81.15,0
2026-05-20 01:18:00,SRV-01,32.74,48.07,26.62,80.72,0
2026-05-20 01:19:00,SRV-01,35.06,50.0,42.11,80.58,0
2026-05-20 01:20:00,SRV-01,37.47,49.53,28.27,80.71,0
2026-05-20 01:21:00,SRV-01,38.16,48.65,67.85,80.7,0
2026-05-20 01:22:00,SRV-01,36.48,49.11,36.88,79.98,0
2026-05-20 01:23:00,SRV-01,33.42,50.46,40.99,79.39,0
2026-05-20 01:24:00,SRV-01,34.03,50.88,21.85,79.11,0
2026-05-20 01:25:00,SRV-01,32.65,47.2,52.39,80.0,0
2026-05-20 01:26:00,SRV-01,29.02,46.36,19.73,80.01,0
2026-05-20 01:27:00,SRV-01,32.49,45.39,45.37,80.06,0
2026-05-20 01:28:00,SRV-01,29.96,45.47,19.3,80.4,0
2026-05-20 01:29:00,SRV-01,27.78,44.2,17.98,80.69,0
2026-05-20 01:30:00,SRV-01,28.3,46.2,25.26,80.16,0
2026-05-20 01:31:00,SRV-01,27.79,44.87,18.57,79.76,0
2026-05-20 01:32:00,SRV-01,28.34,43.38,37.56,79.68,0
2026-05-20 01:33:00,SRV-01,28.1,41.05,47.3,78.92,0
2026-05-20 01:34:00,SRV-01,28.31,41.01,18.14,78.87,0
2026-05-20 01:35:00,SRV-01,27.98,44.38,34.63,78.77,0
2026-05-20 01:36:00,SRV-01,33.99,43.01,33.56,78.82,0
2026-05-20 01:37:00,SRV-01,65.49,40.68,42.42,81.44,0
2026-05-20 01:38:00,SRV-01,53.05,39.85,44.97,81.74,0
2026-05-20 01:39:00,SRV-01,49.93,40.72,32.62,83.26,0
2026-05-20 01:40:00,SRV-01,42.23,43.43,65.82,83.66,0
2026-05-20 01:41:00,SRV-01,38.8,43.7,30.47,83.3,0
2026-05-20 01:42:00,SRV-01,36.38,45.37,29.87,83.29,0
2026-05-20 01:43:00,SRV-01,34.51,45.49,143.29,83.35,0
2026-05-20 01:44:00,SRV-01,33.1,45.29,41.84,83.01,0
2026-05-20 01:45:00,SRV-01,27.09,42.97,32.96,82.71,0
2026-05-20 01:46:00,SRV-01,22.17,44.74,15.11,81.94,0
2026-05-20 01:47:00,SRV-01,28.74,44.68,45.92,82.31,0
2026-05-20 01:48:00,SRV-01,34.36,47.07,52.01,81.75,0
2026-05-20 01:49:00,SRV-01,32.15,48.95,22.88,82.02,0
2026-05-20 01:50:00,SRV-01,34.25,45.87,28.02,82.43,0
2026-05-20 01:51:00,SRV-01,32.45,45.88,42.43,81.16,0
2026-05-20 01:52:00,SRV-01,36.22,43.51,51.48,81.29,0
2026-05-20 01:53:00,SRV-01,36.93,42.91,80.86,80.64,0
2026-05-20 01:54:00,SRV-01,28.94,42.63,32.41,80.25,0
2026-05-20 01:55:00,SRV-01,28.12,40.85,23.23,80.13,0
2026-05-20 01:56:00,SRV-01,27.46,42.24,33.0,79.5,0
2026-05-20 01:57:00,SRV-01,25.67,40.91,16.79,78.73,0
2026-05-20 01:58:00,SRV-01,25.25,39.31,18.61,78.27,0
2026-05-20 01:59:00,SRV-01,18.36,39.19,35.11,77.37,0
2026-05-20 02:00:00,SRV-01,17.26,82.7,41.38,76.84,0
2026-05-20 02:01:00,SRV-01,16.56,79.46,13.46,76.16,0
2026-05-20 02:02:00,SRV-01,17.0,74.04,24.64,74.93,0
2026-05-20 02:03:00,SRV-01,11.62,73.61,40.81,73.23,0
2026-05-20 02:04:00,SRV-01,22.87,73.61,15.42,73.62,0
2026-05-20 02:05:00,SRV-01,15.82,70.71,16.59,72.31,0
2026-05-20 02:06:00,SRV-01,15.25,67.56,11.07,71.58,0
2026-05-20 02:07:00,SRV-01,19.45,67.76,22.02,71.39,0
2026-05-20 02:08:00,SRV-01,20.51,65.08,25.57,70.74,1
2026-05-20 02:09:00,SRV-01,25.93,63.24,22.33,70.36,0
2026-05-20 02:10:00,SRV-01,28.57,64.95,23.75,70.54,0
2026-05-20 02:11:00,SRV-01,28.42,63.16,19.54,70.56,0
2026-05-20 02:12:00,SRV-01,25.95,61.27,18.67,70.12,0
2026-05-20 02:13:00,SRV-01,24.17,56.45,75.08,70.34,0
2026-05-20 02:14:00,SRV-01,23.58,54.27,66.48,70.28,0
2026-05-20 02:15:00,SRV-01,24.61,52.47,31.34,69.91,0
2026-05-20 02:16:00,SRV-01,24.97,52.97,27.7,70.32,0
2026-05-20 02:17:00,SRV-01,22.69,51.48,21.93,69.58,0
2026-05-20 02:18:00,SRV-01,18.15,50.97,12.72,68.32,0
2026-05-20 02:19:00,SRV-01,21.57,48.72,22.79,68.24,0
2026-05-20 02:20:00,SRV-01,20.13,48.35,18.24,67.64,0
2026-05-20 02:21:00,SRV-01,23.14,49.59,27.47,67.95,0
2026-05-20 02:22:00,SRV-01,16.01,47.92,16.04,67.47,0
2026-05-20 02:23:00,SRV-01,17.62,48.25,38.24,67.83,0
2026-05-20 02:24:00,SRV-01,19.74,47.22,15.22,67.36,0
2026-05-20 02:25:00,SRV-01,19.57,47.68,22.85,67.58,0
2026-05-20 02:26:00,SRV-01,23.0,46.81,21.28,67.38,0
2026-05-20 02:27:00,SRV-01,27.2,45.45,21.7,66.48,0
2026-05-20 02:28:00,SRV-01,26.93,47.69,20.12,66.61,0
2026-05-20 02:29:00,SRV-01,29.11,48.65,32.15,67.04,0
2026-05-20 02:30:00,SRV-01,24.06,49.93,16.68,67.31,0
2026-05-20 02:31:00,SRV-01,27.94,50.88,40.07,67.63,0
2026-05-20 02:32:00,SRV-01,26.12,49.06,19.96,68.51,0
2026-05-20 02:33:00,SRV-01,27.16,48.09,42.12,69.08,0
2026-05-20 02:34:00,SRV-01,26.03,46.22,39.56,68.92,0
2026-05-20 02:35:00,SRV-01,24.21,47.35,29.9,69.35,0
2026-05-20 02:36:00,SRV-01,25.57,49.8,19.69,68.83,0
2026-05-20 02:37:00,SRV-01,23.95,49.56,22.05,69.17,0
2026-05-20 02:38:00,SRV-01,26.07,49.0,18.14,69.31,0
2026-05-20 02:39:00,SRV-01,33.84,48.25,51.15,69.9,0
2026-05-20 02:40:00,SRV-01,32.84,48.93,37.6,70.48,0
2026-05-20 02:41:00,SRV-01,32.99,48.85,33.79,70.37,0
2026-05-20 02:42:00,SRV-01,36.57,47.64,62.8,71.02,0
2026-05-20 02:43:00,SRV-01,37.18,51.07,29.95,71.99,0
2026-05-20 02:44:00,SRV-01,34.88,83.95,45.28,72.92,0
2026-05-20 02:45:00,SRV-01,77.73,81.41,53.03,76.59,0
2026-05-20 02:46:00,SRV-01,68.82,81.84,45.11,78.59,0
2026-05-20 02:47:00,SRV-01,61.8,79.74,45.22,79.92,0
2026-05-20 02:48:00,SRV-01,55.58,78.8,46.38,80.92,0
2026-05-20 02:49:00,SRV-01,52.55,99.0,118.05,82.09,0
2026-05-20 02:50:00,SRV-01,56.13,96.14,34.72,83.13,0
2026-05-20 02:51:00,SRV-01,53.49,93.16,35.27,84.41,0
2026-05-20 02:52:00,SRV-01,86.54,89.69,64.4,88.48,1
2026-05-20 02:53:00,SRV-01,69.33,84.08,53.9,89.86,0
2026-05-20 02:54:00,SRV-01,61.65,81.32,66.67,91.21,0
2026-05-20 02:55:00,SRV-01,57.74,80.51,42.52,91.63,0
2026-05-20 02:56:00,SRV-01,55.63,80.39,33.79,92.2,0
2026-05-20 02:57:00,SRV-01,48.85,78.52,32.26,92.57,0
2026-05-20 02:58:00,SRV-01,41.61,77.66,26.54,92.91,0
2026-05-20 02:59:00,SRV-01,36.3,76.13,29.37,92.59,0
2026-05-20 03:00:00,SRV-01,31.36,75.25,24.02,90.99,0
2026-05-20 03:01:00,SRV-01,35.7,71.62,28.58,90.2,0
2026-05-20 03:02:00,SRV-01,29.42,70.95,32.33,90.05,0
2026-05-20 03:03:00,SRV-01,22.25,66.77,57.83,88.52,0
2026-05-20 03:04:00,SRV-01,21.03,66.03,43.04,87.75,0
2026-05-20 03:05:00,SRV-01,21.53,64.23,13.26,87.24,0
2026-05-20 03:06:00,SRV-01,22.97,60.45,28.84,85.87,0
2026-05-20 03:07:00,SRV-01,22.02,57.5,17.98,84.86,0
2026-05-20 03:08:00,SRV-01,23.06,55.15,18.64,84.93,0
2026-05-20 03:09:00,SRV-01,25.5,53.69,15.47,84.42,0
2026-05-20 03:10:00,SRV-01,26.19,54.48,29.48,83.21,0
2026-05-20 03:11:00,SRV-01,27.55,53.52,23.77,83.06,0
2026-05-20 03:12:00,SRV-01,74.57,52.88,47.47,85.52,0
2026-05-20 03:13:00,SRV-01,67.73,50.09,48.03,87.86,0
2026-05-20 03:14:00,SRV-01,58.55,47.56,54.17,89.45,0
2026-05-20 03:15:00,SRV-01,48.25,50.3,70.38,89.83,0
2026-05-20 03:16:00,SRV-01,42.19,50.84,25.79,90.24,0
2026-05-20 03:17:00,SRV-01,35.06,50.29,34.66,89.52,0
2026-05-20 03:18:00,SRV-01,36.99,48.72,23.89,89.38,0
2026-05-20 03:19:00,SRV-01,34.19,51.24,29.07,88.95,0
2026-05-20 03:20:00,SRV-01,34.94,49.84,45.06,88.06,0
2026-05-20 03:21:00,SRV-01,36.23,46.7,23.18,88.43,0
2026-05-20 03:22:00,SRV-01,34.33,47.3,23.67,88.61,0
2026-05-20 03:23:00,SRV-01,33.29,48.16,36.1,88.48,0
2026-05-20 03:24:00,SRV-01,34.54,48.44,25.04,87.38,0
2026-05-20 03:25:00,SRV-01,32.94,49.24,20.28,87.05,0
2026-05-20 03:26:00,SRV-01,28.5,50.36,55.84,86.93,0
2026-05-20 03:27:00,SRV-01,27.74,49.15,43.13,86.65,0
2026-05-20 03:28:00,SRV-01,27.62,47.99,20.49,85.41,0
2026-05-20 03:29:00,SRV-01,31.06,47.2,24.32,85.06,0
2026-05-20 03:30:00,SRV-01,34.49,47.14,26.45,85.31,0
2026-05-20 03:31:00,SRV-01,33.92,44.76,20.72,85.38,0
2026-05-20 03:32:00,SRV-01,32.82,46.12,61.66,85.69,0
2026-05-20 03:33:00,SRV-01,29.6,45.05,32.57,83.91,0
2026-05-20 03:34:00,SRV-01,27.57,46.97,24.75,82.89,0
2026-05-20 03:35:00,SRV-01,29.57,46.18,22.82,82.09,0
2026-05-20 03:36:00,SRV-01,25.87,44.71,16.17,80.51,0
2026-05-20 03:37:00,SRV-01,22.12,42.87,58.2,80.07,0
2026-05-20 03:38:00,SRV-01,25.5,42.41,58.74,80.7,0
2026-05-20 03:39:00,SRV-01,23.44,44.04,24.84,80.8,0
2026-05-20 03:40:00,SRV-01,21.76,43.04,16.79,80.26,0
2026-05-20 03:41:00,SRV-01,20.38,42.14,64.38,79.29,0
2026-05-20 03:42:00,SRV-01,25.33,41.18,33.06,78.95,0
2026-05-20 03:43:00,SRV-01,24.15,75.19,26.04,78.04,0
2026-05-20 03:44:00,SRV-01,28.92,76.13,18.79,77.65,0
2026-05-20 03:45:00,SRV-01,30.08,75.13,30.06,78.09,0
2026-05-20 03:46:00,SRV-01,28.79,72.18,24.27,78.33,0
2026-05-20 03:47:00,SRV-01,25.37,69.31,18.95,77.87,0
2026-05-20 03:48:00,SRV-01,23.76,68.18,42.84,75.59,0
2026-05-20 03:49:00,SRV-01,21.34,68.58,19.21,75.17,0
2026-05-20 03:50:00,SRV-01,23.93,69.92,19.02,74.9,0
2026-05-20 03:51:00,SRV-01,25.01,69.82,45.3,74.8,0
2026-05-20 03:52:00,SRV-01,27.47,69.09,34.42,75.17,0
2026-05-20 03:53:00,SRV-01,31.69,66.67,50.93,75.54,0
2026-05-20 03:54:00,SRV-01,30.19,65.55,24.24,75.21,0
2026-05-20 03:55:00,SRV-01,30.89,64.9,29.16,75.48,0
2026-05-20 03:56:00,SRV-01,30.58,63.73,33.34,75.9,0
2026-05-20 03:57:00,SRV-01,25.7,64.78,17.11,75.69,0
2026-05-20 03:58:00,SRV-01,26.34,65.91,65.25,76.04,0
2026-05-20 03:59:00,SRV-01,21.81,64.88,14.14,75.67,0
2026-05-20 04:00:00,SRV-01,25.51,62.09,16.35,74.45,0
2026-05-20 04:01:00,SRV-01,28.33,60.27,47.78,74.45,0
2026-05-20 04:02:00,SRV-01,26.15,59.82,36.99,74.18,0
2026-05-20 04:03:00,SRV-01,19.88,59.93,20.78,74.1,0
2026-05-20 04:04:00,SRV-01,16.3,55.63,12.46,73.57,0
2026-05-20 04:05:00,SRV-01,20.57,56.54,17.13,73.69,0
2026-05-20 04:06:00,SRV-01,23.18,55.56,22.07,72.71,0
2026-05-20 04:07:00,SRV-01,28.44,56.13,20.98,72.64,0
2026-05-20 04:08:00,SRV-01,24.17,57.49,44.47,72.64,0
2026-05-20 04:09:00,SRV-01,24.2,57.02,37.0,72.28,0
2026-05-20 04:10:00,SRV-01,26.03,56.84,37.09,71.7,0
2026-05-20 04:11:00,SRV-01,26.85,57.87,25.96,71.92,0
2026-05-20 04:12:00,SRV-01,24.54,59.68,18.08,71.36,0
2026-05-20 04:13:00,SRV-01,24.57,56.31,38.7,71.48,0
2026-05-20 04:14:00,SRV-01,23.29,52.66,14.15,71.14,0
2026-05-20 04:15:00,SRV-01,21.49,55.73,18.06,70.54,0
2026-05-20 04:16:00,SRV-01,24.37,55.58,37.32,70.4,0
2026-05-20 04:17:00,SRV-01,22.75,54.41,78.41,69.96,0
2026-05-20 04:18:00,SRV-01,23.08,51.95,28.29,70.03,0
2026-05-20 04:19:00,SRV-01,28.71,50.04,23.7,70.24,0
2026-05-20 04:20:00,SRV-01,25.15,49.12,27.66,70.67,0
2026-05-20 04:21:00,SRV-01,27.0,47.92,17.85,70.48,0
2026-05-20 04:22:00,SRV-01,30.9,48.91,19.02,71.7,0
2026-05-20 04:23:00,SRV-01,31.08,49.06,42.92,72.3,0
2026-05-20 04:24:00,SRV-01,33.32,47.8,21.25,72.75,0
2026-05-20 04:25:00,SRV-01,34.92,47.11,36.43,73.87,0
2026-05-20 04:26:00,SRV-01,38.64,47.05,24.46,74.02,0
2026-05-20 04:27:00,SRV-01,35.01,47.63,31.35,75.0,0
2026-05-20 04:28:00,SRV-01,38.69,47.9,27.1,75.05,0
2026-05-20 04:29:00,SRV-01,38.33,46.75,23.46,75.74,0
2026-05-20 04:30:00,SRV-01,35.56,81.8,51.74,76.57,0
2026-05-20 04:31:00,SRV-01,36.59,76.91,28.91,76.51,0
2026-05-20 04:32:00,SRV-01,35.53,76.64,29.98,76.78,0
2026-05-20 04:33:00,SRV-01,39.29,72.36,37.03,77.06,0
2026-05-20 04:34:00,SRV-01,41.58,72.81,44.76,77.96,0
2026-05-20 04:35:00,SRV-01,37.03,71.65,32.39,78.17,0
2026-05-20 04:36:00,SRV-01,36.86,69.52,30.96,77.38,0
2026-05-20 04:37:00,SRV-01,35.79,66.31,28.91,77.83,0
2026-05-20 04:38:00,SRV-01,30.28,92.68,40.44,76.96,0
2026-05-20 04:39:00,SRV-01,28.67,86.9,43.69,76.92,0
2026-05-20 04:40:00,SRV-01,23.45,83.91,28.47,75.99,0
2026-05-20 04:41:00,SRV-01,25.25,82.99,24.8,76.26,0
2026-05-20 04:42:00,SRV-01,26.36,81.48,29.02,75.82,0
2026-05-20 04:43:00,SRV-01,27.29,78.92,17.26,75.35,0
2026-05-20 04:44:00,SRV-01,29.13,77.05,18.08,75.23,0
2026-05-20 04:45:00,SRV-01,25.41,74.91,25.86,75.16,0
2026-05-20 04:46:00,SRV-01,28.09,73.69,25.95,74.0,0
2026-05-20 04:47:00,SRV-01,36.44,70.7,22.32,74.71,0
2026-05-20 04:48:00,SRV-01,38.05,99.0,26.21,75.43,0
2026-05-20 04:49:00,SRV-01,34.14,97.66,23.41,75.63,0
2026-05-20 04:50:00,SRV-01,35.38,95.52,64.63,75.97,0
2026-05-20 04:51:00,SRV-01,39.83,94.19,36.58,76.77,0
2026-05-20 04:52:00,SRV-01,40.93,93.26,28.2,76.9,0
2026-05-20 04:53:00,SRV-01,43.43,89.44,42.15,77.88,0
2026-05-20 04:54:00,SRV-01,40.47,87.46,54.97,78.64,0
2026-05-20 04:55:00,SRV-01,42.46,85.93,33.24,79.5,0
2026-05-20 04:56:00,SRV-01,43.41,81.8,50.79,80.57,0
2026-05-20 04:57:00,SRV-01,42.55,81.64,27.45,81.03,0
2026-05-20 04:58:00,SRV-01,39.4,79.58,29.53,80.75,0
2026-05-20 04:59:00,SRV-01,32.31,76.28,28.32,81.42,0
2026-05-20 05:00:00,SRV-01,29.3,72.48,21.44,81.16,0
2026-05-20 05:01:00,SRV-01,26.55,72.49,25.27,81.41,0
2026-05-20 05:02:00,SRV-01,29.26,70.38,28.54,80.84,0
2026-05-20 05:03:00,SRV-01,28.56,67.12,24.77,79.71,0
2026-05-20 05:04:00,SRV-01,31.1,69.43,32.7,79.91,0
2026-05-20 05:05:00,SRV-01,31.91,67.58,58.41,80.02,0
2026-05-20 05:06:00,SRV-01,28.61,65.78,27.15,79.26,0
2026-05-20 05:07:00,SRV-01,25.12,65.94,26.69,78.43,0
2026-05-20 05:08:00,SRV-01,27.85,62.29,35.6,77.84,0
2026-05-20 05:09:00,SRV-01,22.67,60.97,30.74,77.15,0
2026-05-20 05:10:00,SRV-01,23.33,57.92,32.52,76.7,0
2026-05-20 05:11:00,SRV-01,20.77,59.12,24.45,75.98,0
2026-05-20 05:12:00,SRV-01,21.78,57.52,58.43,76.0,0
2026-05-20 05:13:00,SRV-01,23.42,56.22,17.62,75.73,0
2026-05-20 05:14:00,SRV-01,19.45,58.04,39.14,74.87,0
2026-05-20 05:15:00,SRV-01,22.53,58.25,18.34,74.05,0
2026-05-20 05:16:00,SRV-01,70.22,59.21,58.65,76.95,0
2026-05-20 05:17:00,SRV-01,61.09,61.59,39.41,78.36,0
2026-05-20 05:18:00,SRV-01,57.58,61.13,38.21,80.69,0
2026-05-20 05:19:00,SRV-01,57.56,57.77,41.97,82.43,0
2026-05-20 05:20:00,SRV-01,52.41,60.75,97.52,83.8,0
2026-05-20 05:21:00,SRV-01,45.98,57.56,46.56,83.51,0
2026-05-20 05:22:00,SRV-01,44.54,59.12,31.53,83.54,0
2026-05-20 05:23:00,SRV-01,39.48,57.29,34.67,83.68,0
2026-05-20 05:24:00,SRV-01,38.01,54.09,54.62,84.04,0
2026-05-20 05:25:00,SRV-01,42.41,86.5,42.05,83.83,0
2026-05-20 05:26:00,SRV-01,44.82,84.8,36.28,84.47,0
2026-05-20 05:27:00,SRV-01,39.8,81.08,35.39,84.99,0
2026-05-20 05:28:00,SRV-01,37.25,77.67,43.52,85.67,0
2026-05-20 05:29:00,SRV-01,31.77,74.98,21.54,84.57,0
2026-05-20 05:30:00,SRV-01,34.39,73.45,31.67,84.04,0
2026-05-20 05:31:00,SRV-01,80.13,70.98,74.31,87.18,0
2026-05-20 05:32:00,SRV-01,73.98,70.87,44.94,89.03,0
2026-05-20 05:33:00,SRV-01,63.97,68.27,79.84,90.52,0
2026-05-20 05:34:00,SRV-01,52.61,67.62,39.15,92.38,0
2026-05-20 05:35:00,SRV-01,98.0,67.49,69.11,96.14,0
2026-05-20 05:36:00,SRV-01,87.3,65.97,59.56,99.26,0
2026-05-20 05:37:00,SRV-01,98.0,63.91,66.54,102.54,0
2026-05-20 05:38:00,SRV-01,88.66,61.37,59.57,105.0,0
2026-05-20 05:39:00,SRV-01,79.62,59.96,77.48,105.0,0
2026-05-20 05:40:00,SRV-01,71.35,60.19,56.79,105.0,0
2026-05-20 05:41:00,SRV-01,65.99,55.39,41.97,105.0,0
2026-05-20 05:42:00,SRV-01,98.0,54.34,59.19,105.0,0
2026-05-20 05:43:00,SRV-01,87.21,50.92,62.91,105.0,0
2026-05-20 05:44:00,SRV-01,75.06,50.16,60.4,105.0,0
2026-05-20 05:45:00,SRV-01,63.71,48.2,39.17,105.0,0
2026-05-20 05:46:00,SRV-01,57.26,50.03,35.25,105.0,0
2026-05-20 05:47:00,SRV-01,51.19,48.97,32.31,104.6,0
2026-05-20 05:48:00,SRV-01,46.09,48.78,38.34,103.47,0
2026-05-20 05:49:00,SRV-01,45.67,49.09,35.73,104.27,0
2026-05-20 05:50:00,SRV-01,38.47,48.3,29.96,104.01,0
2026-05-20 05:51:00,SRV-01,35.5,49.2,21.46,103.33,0
2026-05-20 05:52:00,SRV-01,32.19,44.86,19.61,102.52,0
2026-05-20 05:53:00,SRV-01,28.72,44.78,20.87,100.52,0
2026-05-20 05:54:00,SRV-01,28.12,45.41,18.62,98.17,0
2026-05-20 05:55:00,SRV-01,33.83,43.35,26.19,97.27,0
2026-05-20 05:56:00,SRV-01,31.99,45.75,26.27,95.88,0
2026-05-20 05:57:00,SRV-01,24.11,45.89,61.1,94.57,0
2026-05-20 05:58:00,SRV-01,22.24,47.15,30.82,92.29,0
2026-05-20 05:59:00,SRV-01,21.43,46.66,28.07,91.33,0
2026-05-20 06:00:00,SRV-01,24.19,46.78,29.7,89.83,0
2026-05-20 06:01:00,SRV-01,24.82,44.65,34.95,88.79,0
2026-05-20 06:02:00,SRV-01,30.89,44.62,19.17,88.31,0
2026-05-20 06:03:00,SRV-01,28.64,43.19,22.46,88.23,0
2026-05-20 06:04:00,SRV-01,31.69,42.04,35.26,87.48,0
2026-05-20 06:05:00,SRV-01,29.38,42.37,39.31,86.48,0
2026-05-20 06:06:00,SRV-01,31.71,41.11,33.73,85.42,0
2026-05-20 06:07:00,SRV-01,80.29,41.48,70.53,87.86,0
2026-05-20 06:08:00,SRV-01,73.37,44.65,44.66,90.9,0
2026-05-20 06:09:00,SRV-01,71.51,87.05,58.93,93.23,0
2026-05-20 06:10:00,SRV-01,63.44,83.44,77.55,94.3,0
2026-05-20 06:11:00,SRV-01,98.0,78.66,73.04,96.98,0
2026-05-20 06:12:00,SRV-01,86.39,76.31,84.53,99.04,0
2026-05-20 06:13:00,SRV-01,79.92,74.95,76.06,101.36,0
2026-05-20 06:14:00,SRV-01,71.18,73.63,63.81,103.46,0
2026-05-20 06:15:00,SRV-01,63.83,73.28,54.31,104.71,0
